firm,date,sentence,aspect,score,method,speaker,sector
TCS,2023-07-14,"This will build on the tremendous depth we possess in predictive AI, machine learning and advanced analytics, which we have been using in the last few years to build transformational solutions that can recognize patterns across large data sets, make recommendations and personalize customer experience.",ai_adoption,2.0,keyword,management,it_services
TCS,2023-07-14,"Today, we have over 50,000 TCSers trained in AI/ML solution-building skills, with over 9,000 with top external certifications.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"We have market-leading products like ignio, Optumera, ADD, and TwinX, which use AI and ML to transform their respective domains.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"We have filed over 710 patents for AI inventions in the past five years, and 282 of them have been granted so far.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,Two examples of recent engagements will give you a flavor of the business impact that AI-powered solutions can have.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,A Belgium provider of connectivity and digital services leveraged TCS’ consulting and advisory capability to shift from cost-plus pricing to intelligent pricing within its ICT business.,cost,1.0,keyword,management,it_services
TCS,2023-07-14,A Belgium provider of connectivity and digital services leveraged TCS’ consulting and advisory capability to shift from cost-plus pricing to intelligent pricing within its ICT business.,pricing,1.0,keyword,management,it_services
TCS,2023-07-14,A Belgium provider of connectivity and digital services leveraged TCS’ consulting and advisory capability to shift from cost-plus pricing to intelligent pricing within its ICT business.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"TCS delivered a differentiated approach, integrating data from multiple sources to extract meaningful insights from historical data, and an AI- driven dynamic pricing mechanism on an opportunity by opportunity basis that also incorporated anomaly detection.",pricing,1.0,keyword,management,it_services
TCS,2023-07-14,"TCS delivered a differentiated approach, integrating data from multiple sources to extract meaningful insights from historical data, and an AI- driven dynamic pricing mechanism on an opportunity by opportunity basis that also incorporated anomaly detection.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"The solution has already uncovered significant money left on the table that runs into multi-million dollars, enabling revenue growth and profitability.",revenue,1.0,keyword,management,it_services
TCS,2023-07-14,"The solution has already uncovered significant money left on the table that runs into multi-million dollars, enabling revenue growth and profitability.",margin,1.0,keyword,management,it_services
TCS,2023-07-14,"For Cummins Incorporated in North America, TCS successfully delivered a strategic engagement to identify and reduce global warranty non- compliance.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-07-14,A well-governed and robust data foundation is a prerequisite for enterprise adoption of AI.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"Consequently, as part of the Horizon 1 cloud transformation, many clients are also modernizing their data estates.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,TCS Datom™ is an advisory framework to help clients assess their data maturity and define a holistic data analytics and AI strategy aligned to their business goals.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,We also have TCS Daezmo™ that helps clients speed up data modernization initiatives with a host of accelerators and methodologies to improve project outcomes.,guidance,1.0,keyword,management,it_services
TCS,2023-07-14,"A global leader in water, hygiene, energy technologies and services partnered with TCS to modernize and migrate its master data landscape to the cloud.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"TCS used its domain and technical expertise to deliver a modern SaaS, AI/ML, and cloud native solution that enables near real-time integration with its core ERP systems to improve performance, usability, and scalability while reducing cost of ownership and technical debt.",cost,1.0,keyword,management,it_services
TCS,2023-07-14,"TCS used its domain and technical expertise to deliver a modern SaaS, AI/ML, and cloud native solution that enables near real-time integration with its core ERP systems to improve performance, usability, and scalability while reducing cost of ownership and technical debt.",ai_adoption,2.0,keyword,management,it_services
TCS,2023-07-14,"The solution enables seamless integration, interoperability across various business systems, empowering teams to make data-driven decisions, and provide a strong foundation for future AI-based solutions.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"With real-time data ingestion and advanced analytical capabilities, the client now has a centralized repository of a very large dataset that can be monetized through AI/ML.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"A US-based market infrastructure institution engaged TCS to build a centralized data warehouse to house all the data generated by the cybersecurity software and appliances in their organization, where it can be effectively monitored, assessed, reported, and acted upon to reduce security threats and vulnerabilities.",capex,1.0,keyword,management,it_services
TCS,2023-07-14,The TCS solution stitches together technologies of multiple providers to provide on-demand scalability and traceability through a centralized framework.,demand,1.0,keyword,management,it_services
TCS,2023-07-14,"Most importantly, with all the cybersecurity data hosted centrally, it is now possible for the client to use AI/ML to sift through those vast amounts of data to help analysts prioritize the threats.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,A leading UK-based global leverage company partnered with TCS to accelerate growth with a B2B digital commerce platform.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,TCS helped design and deploy a bespoke solution that strengthens customer relationships across every touchpoint and provides world-class digital experiences for customer engagement.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"Its 24/7 self-service has reduced dependency on the sales rep, increased net sales value, and significantly reduced the cost to sell.",revenue,1.0,keyword,management,it_services
TCS,2023-07-14,"Its 24/7 self-service has reduced dependency on the sales rep, increased net sales value, and significantly reduced the cost to sell.",cost,1.0,keyword,management,it_services
TCS,2023-07-14,A US-based industrial equipment rental company engaged TCS as its strategic partner to enable new services and revenues streamed through equipment servitization.,capex,1.0,keyword,management,it_services
TCS,2023-07-14,TCS leveraged its Bringing Life to Things™ IoT transformation framework to build a hybrid cloud based IoT platform as the digital spine of the company's remote operations center.,ai_adoption,2.0,keyword,management,it_services
TCS,2023-07-14,"This data is used to provide real-time asset performance insights that can help end customers avoid work stoppage, reduce maintenance costs, and improve asset utilization.",headcount,1.0,keyword,management,it_services
TCS,2023-07-14,"Our client not only gains incremental revenue for these value- added services, but also a competitive edge in the market.",revenue,1.0,keyword,management,it_services
TCS,2023-07-14,"Another aspect of these transformations that business leaders like very much is TCS’ integrated operations model, with AI-powered business command centers which provide them with end-to-end visibility and holistic control across back-end, middle layer, and front-end operations along with the underlying applications, data estate and IT infrastructure layers.",guidance,1.0,keyword,management,it_services
TCS,2023-07-14,"Another aspect of these transformations that business leaders like very much is TCS’ integrated operations model, with AI-powered business command centers which provide them with end-to-end visibility and holistic control across back-end, middle layer, and front-end operations along with the underlying applications, data estate and IT infrastructure layers.",capex,1.0,keyword,management,it_services
TCS,2023-07-14,"Another aspect of these transformations that business leaders like very much is TCS’ integrated operations model, with AI-powered business command centers which provide them with end-to-end visibility and holistic control across back-end, middle layer, and front-end operations along with the underlying applications, data estate and IT infrastructure layers.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"Their IT tools, systems, and processes were fragmented, and they had multiple service providers supporting their IT infrastructure and business applications.",capex,1.0,keyword,management,it_services
TCS,2023-07-14,"We integrated their different IT service management tools into one modern platform, consolidated their service desk into one integrated team, supporting all the business applications and the supporting infrastructure, and implemented persona-based solutions for better user experience.",capex,1.0,keyword,management,it_services
TCS,2023-07-14,"We deployed our Machine First™ delivery model, leveraging multiple AI/ML-based value builders from the TCS Cognix™ Suite of Solutions to transform the process.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"Coming back to our Q1 order book, BFSI TCV was at $3 billion, while the retail order book was at $1.2 billion.",geography_vertical,2.0,keyword,management,it_services
TCS,2023-07-14,"Coming back to our Q1 order book, BFSI TCV was at $3 billion, while the retail order book was at $1.2 billion.",pipeline,1.0,keyword,management,it_services
TCS,2023-07-14,"Coming back to our Q1 order book, BFSI TCV was at $3 billion, while the retail order book was at $1.2 billion.",tcv,1.0,keyword,management,it_services
TCS,2023-07-14,The TCV of deals signed in North America stood at $5.2 billion.,geography_vertical,1.0,keyword,management,it_services
TCS,2023-07-14,The TCV of deals signed in North America stood at $5.2 billion.,tcv,1.0,keyword,management,it_services
TCS,2023-07-14,"Last time when we announced our results, the banking crisis in America and Europe was just cooking.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-07-14,"I know you don't give quarterly guidance, but directionally, is that a fair",guidance,1.0,keyword,management,it_services
TCS,2023-07-14,K Krithivasan: You said we don't give quarterly guidance.,guidance,1.0,keyword,management,it_services
TCS,2023-07-14,"Two consecutive quarters of strong deal booking despite the weak market, not even including the BSNL deal, and this quarter execution also, largely played out in line with your expectations, and we are seeing market situation improved a bit, especially regarding this one panic factor, and you're saying pipeline is strong.",pipeline,1.0,keyword,management,it_services
TCS,2023-07-14,"As we explained earlier also in the call itself, while the demand is still good, we are winning new deals, but clients are reviewing the projects underway, and wherever the ROI is not very strong, the next phase of the project is getting paused.",guidance,1.0,keyword,management,it_services
TCS,2023-07-14,"As we explained earlier also in the call itself, while the demand is still good, we are winning new deals, but clients are reviewing the projects underway, and wherever the ROI is not very strong, the next phase of the project is getting paused.",demand,1.0,keyword,management,it_services
TCS,2023-07-14,"So essentially, what I am asking is, the softness of the project prioritization that you referred to, has that become more broad-based across",guidance,1.0,keyword,management,it_services
TCS,2023-07-14,"And my other question for Samir, on the operational front, what are some of the near-term levers that you have, especially when operating leverage",margin,1.0,keyword,management,it_services
TCS,2023-07-14,We will continue to use levers like utilization.,headcount,1.0,keyword,management,it_services
TCS,2023-07-14,I have called out that utilization still has scope for further improvement and it continues to have.,headcount,1.0,keyword,management,it_services
TCS,2023-07-14,Productivity and realization become the other levers.,pricing,1.0,keyword,management,it_services
TCS,2023-07-14,"And once the uncertainty is lifted, and they have clarity on more long-term outlook in terms of where there will be growth or what they should be doing, we would see a certain class of projects, either cost optimization or transformation projects picking up momentum.",guidance,1.0,keyword,management,it_services
TCS,2023-07-14,"And once the uncertainty is lifted, and they have clarity on more long-term outlook in terms of where there will be growth or what they should be doing, we would see a certain class of projects, either cost optimization or transformation projects picking up momentum.",cost,1.0,keyword,management,it_services
TCS,2023-07-14,Or is this something which will play out more on the talent side and structurally moderate the pace of people,attrition,1.0,keyword,management,it_services
TCS,2023-07-14,"But in all the technology adoptions in the past that we have seen, it has only increased the volume of work and thereby actually we needed more expertise and more hands to do the heavy lifting that people really look for.",demand,1.0,keyword,management,it_services
TCS,2023-07-14,"So I see a lot of opportunities for us in structuring our own way of delivery, our own improvement to the value propositions that we can offer embedding Generative AI.",ai_adoption,2.0,keyword,management,it_services
TCS,2023-07-14,"But overall, it’s going to be very interesting to see how industries are going to embrace it and given their own experience on cloud and the angst around how the cloud cost itself in terms of consumption cost is emerging.",cost,1.0,keyword,management,it_services
TCS,2023-07-14,"But overall, it’s going to be very interesting to see how industries are going to embrace it and given their own experience on cloud and the angst around how the cloud cost itself in terms of consumption cost is emerging.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"Just an extension of the generative AI discussion, we were having just now.",ai_adoption,2.0,keyword,management,it_services
TCS,2023-07-14,"So while you definitely talked a lot about the demand opportunity for the customers, I understand, you are also running multiple projects internally as well, to assess AI augmented processes, how they are going to save cost or productivity for you.",demand,1.0,keyword,management,it_services
TCS,2023-07-14,"So while you definitely talked a lot about the demand opportunity for the customers, I understand, you are also running multiple projects internally as well, to assess AI augmented processes, how they are going to save cost or productivity for you.",cost,1.0,keyword,management,it_services
TCS,2023-07-14,"So while you definitely talked a lot about the demand opportunity for the customers, I understand, you are also running multiple projects internally as well, to assess AI augmented processes, how they are going to save cost or productivity for you.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"It’s difficult to call out some of this, but sufficient to say that, we have multiple teams, in almost every vertical that we have, who are working on pilots and internal projects.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-07-14,"So, it is a problem such as that, and how do you improve or increase the yield per acre of agricultural commodities,",pricing,1.0,keyword,analyst,it_services
TCS,2023-07-14,"Samir, during media interaction, you talked about clawing back some of the margin in the coming quarters.",margin,1.0,keyword,management,it_services
TCS,2023-07-14,"With the current macro uncertainties, it would be difficult to estimate how exactly the margin recovery will play out quarter on quarter.",margin,1.0,keyword,management,it_services
TCS,2023-07-14,"But our focus would be to incrementally get closer to our aspirational band, improving our margins through each of the quarters and exit at a higher rate at the end of the year.",pricing,1.0,keyword,management,it_services
TCS,2023-07-14,Is it fair to say that you are entering the next quarter 2Q with slightly better,guidance,1.0,keyword,management,it_services
TCS,2023-07-14,momentum and better visibility than you did in the last quarter?,guidance,1.0,keyword,analyst,it_services
TCS,2023-07-14,"something like we have better visibility, better momentum at this time.",guidance,1.0,keyword,management,it_services
TCS,2023-07-14,"Around two very strong quarters of TCV, now based on the deal ramp schedule, does this provide you with greater visibility of",guidance,1.0,keyword,management,it_services
TCS,2023-07-14,"Around two very strong quarters of TCV, now based on the deal ramp schedule, does this provide you with greater visibility of",tcv,1.0,keyword,management,it_services
TCS,2023-07-14,We are building our in-house capability in Gen AI.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"In terms of any other investment, we also constantly look for new partnerships and other kinds of investment.",capex,1.0,keyword,management,it_services
TCS,2023-07-14,So was there any fresher hiring this quarter,attrition,2.0,keyword,analyst,it_services
TCS,2023-07-14,So was there any fresher hiring this quarter,headcount,1.0,keyword,analyst,it_services
TCS,2023-07-14,We saw new project starts with deal wins continuing to ramp up.,guidance,1.0,keyword,management,it_services
TCS,2023-07-14,And the net impact on revenue is due to the uncertainty on the existing projects or customers pausing their spend.,revenue,1.0,keyword,management,it_services
TCS,2023-07-14,"It is more related to customers’ business outlook, However, in Agile engagements we execute smaller chunks of work at a time so to that extent, you can say that it is easier for customers to defer the next phase of work.",guidance,1.0,keyword,management,it_services
TCS,2023-07-14,"Firstly on the regional market side, we have seen that, one-third of the contribution on a TTM basis has come from this segment, where the profitability is lower by 400 bps versus company average.",margin,1.0,keyword,management,it_services
TCS,2023-07-14,So it has the potential to create a pricing structure which will increase our margins as opposed to only diluting the margin in some of these cases.,margin,1.0,keyword,management,it_services
TCS,2023-07-14,So it has the potential to create a pricing structure which will increase our margins as opposed to only diluting the margin in some of these cases.,pricing,1.0,keyword,management,it_services
TCS,2023-07-14,"But traditionally, if you take large system integration projects where we end up delivering some amount of hardware, yes, there the margin maybe less than the company average margin.",margin,1.0,keyword,management,it_services
TCS,2023-07-14,We don't publish regional market profitability separately.,margin,1.0,keyword,management,it_services
TCS,2023-07-14,"And M&A, if you look at this one growth strategy that we have not leveraged much historically Do you see now is a good time to use either to build capability, let's say around Gen AI or maybe scale up opportunities from captive transaction as many corporations are looking for resource",ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,"But our overall strategy doesn't change, whether it's Gen AI or the whole cloud.",ai_adoption,2.0,keyword,management,it_services
TCS,2023-07-14,So manufacturing has held up quite well for us.,geography_vertical,1.0,keyword,management,it_services
TCS,2023-07-14,"On Retail, our view is, or what we see, the essential retail is doing well.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-07-14,"And on the manufacturing part, just a follow-up.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-07-14,Or are the other sub-verticals in manufacturing also kind,geography_vertical,1.0,keyword,management,it_services
TCS,2023-07-14,"And our outlook may not even apply for the overall industry, as we also have significant market share gain in this segment, which is also driving our growth.",guidance,1.0,keyword,management,it_services
TCS,2023-07-14,"Just the first question, a bit on the demand, maybe one more time.",demand,1.0,keyword,management,it_services
TCS,2023-07-14,"Krithi, of course, you've seen over your long time at TCS several demand cycles over the last 30 plus years.",demand,1.0,keyword,management,it_services
TCS,2023-07-14,"So that's the reason, we keep saying that while the TCV is high, we do see softness in the short-term revenue.",revenue,1.0,keyword,management,it_services
TCS,2023-07-14,"So that's the reason, we keep saying that while the TCV is high, we do see softness in the short-term revenue.",tcv,1.0,keyword,management,it_services
TCS,2023-07-14,Maybe moving to the Generative AI side of the discussion.,ai_adoption,2.0,keyword,management,it_services
TCS,2023-07-14,I'm just curious if you think Gen AI would be a needle mover on revenues either for this year or the next.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-07-14,One last question on contract profitability.,margin,1.0,keyword,management,it_services
TCS,2023-07-14,"I realize that, gross margins have continued to take a hit, probably due to wage hikes this time.",cost,1.0,keyword,management,it_services
TCS,2023-07-14,"But if you look at the full year in FY‘24, I know you expect margins to be clawed back.",guidance,2.0,keyword,management,it_services
TCS,2023-07-14,But do you think there is any chance that margins on a full year basis might actually not expand in FY‘24 or,guidance,1.0,keyword,management,it_services
TCS,2023-04-13,"As you're aware, we don't provide specific revenue or earnings guidance.",revenue,1.0,keyword,management,it_services
TCS,2023-04-13,"As you're aware, we don't provide specific revenue or earnings guidance.",guidance,1.0,keyword,management,it_services
TCS,2023-04-13,And anything said on this call which reflects our outlook for the reviewed in conjunction with the risks that the company faces.,guidance,1.0,keyword,management,it_services
TCS,2023-04-13,"The Board identified Krithi, who has led our largest segment, BFSI, over the last many years, as the CEO-Designate.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-04-13,Krithi and I will step in later to provide more color on the demand trends we're seeing.,demand,1.0,keyword,management,it_services
TCS,2023-04-13,"In constant currency, our revenue growth in Q4 was 10.7%.",revenue,1.0,keyword,management,it_services
TCS,2023-04-13,Constant currency revenue growth for the full year was 13.7%.,revenue,1.0,keyword,management,it_services
TCS,2023-04-13,Constant currency revenue growth for the full year was 13.7%.,guidance,1.0,keyword,management,it_services
TCS,2023-04-13,Our operating margin in Q4 stayed flat sequentially at 24.5%.,margin,2.0,keyword,management,it_services
TCS,2023-04-13,"Our full year operating margin was at 24.1%, a contraction of 1.2% over the prior year.",margin,2.0,keyword,management,it_services
TCS,2023-04-13,"Our full year operating margin was at 24.1%, a contraction of 1.2% over the prior year.",guidance,1.0,keyword,management,it_services
TCS,2023-04-13,"In terms of headwinds, our annual wage increase set us back by 1.6%.",cost,1.0,keyword,management,it_services
TCS,2023-04-13,The supply side challenges during the year cost us another 1.4% and travel expenses went up by 0.3%.,cost,1.0,keyword,management,it_services
TCS,2023-04-13,"This was mitigated by 0.5% of realization improvement, 0.5% of benefit from a flatter employee pyramid and 1.1% of currency benefit.",attrition,1.0,keyword,management,it_services
TCS,2023-04-13,"This was mitigated by 0.5% of realization improvement, 0.5% of benefit from a flatter employee pyramid and 1.1% of currency benefit.",pricing,1.0,keyword,management,it_services
TCS,2023-04-13,"For the full year, including the buyback tax paid out at the beginning of April, the company's shareholder payout was `45,602 crore.",guidance,1.0,keyword,management,it_services
TCS,2023-04-13,"We are honoring all the job offers and had a net addition of 821 employees in Q4 and 22,600 employees for the full year, resulting in a closing headcount of 614,795.",guidance,1.0,keyword,management,it_services
TCS,2023-04-13,"We are honoring all the job offers and had a net addition of 821 employees in Q4 and 22,600 employees for the full year, resulting in a closing headcount of 614,795.",headcount,2.0,keyword,management,it_services
TCS,2023-04-13,These numbers mask the full extent to which we had ramped-up our talent acquisition during the year to cope up with the unprecedented churn in the first half of the year.,attrition,1.0,keyword,management,it_services
TCS,2023-04-13,We continue to have a very diverse workforce with 150 nationalities represented and with women making up 35.7% of the base.,attrition,1.0,keyword,management,it_services
TCS,2023-04-13,Our investment in organic talent development continues to deliver exceptional outcomes.,capex,1.0,keyword,management,it_services
TCS,2023-04-13,Our investment in organic talent development continues to deliver exceptional outcomes.,attrition,1.0,keyword,management,it_services
TCS,2023-04-13,"Xcelerate, our industry recognized talent transformation platform has seen nearly 400,000 TCSes record their career aspirations, of which 100,000 are progressing towards their aspired role.",attrition,1.0,keyword,management,it_services
TCS,2023-04-13,"Our LTM attrition in IT services was at 20.1%, down 1.2% sequentially, but still very high because it reflects the unprecedented levels of churn in prior quarters.",cost,1.0,keyword,management,it_services
TCS,2023-04-13,"Our LTM attrition in IT services was at 20.1%, down 1.2% sequentially, but still very high because it reflects the unprecedented levels of churn in prior quarters.",attrition,1.0,keyword,management,it_services
TCS,2023-04-13,"Our quarterly annualized attrition on the other hand, fell by over 4% sequentially and by close to 10% from the peak level in Q2.",cost,1.0,keyword,management,it_services
TCS,2023-04-13,"Our quarterly annualized attrition on the other hand, fell by over 4% sequentially and by close to 10% from the peak level in Q2.",attrition,1.0,keyword,management,it_services
TCS,2023-04-13,"In Q4, customer sentiment across BFSI, Retail and Technology services verticals, particularly in Europe and US, was one of caution.",geography_vertical,3.0,keyword,management,it_services
TCS,2023-04-13,"Q4 growth was led by Retail and CPG, which grew by 13%, and Life Sciences and Healthcare which grew by 12.3%.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-04-13,"ignio™, our cognitive automation software, signed up 5 new customers and 12 clients went live in Q4.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,Economic uncertainty is further driving customers to accelerate efficiency through automation.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,This is resulting in increased investment in AIOps and AI/ML technologies.,capex,1.0,keyword,management,it_services
TCS,2023-04-13,This is resulting in increased investment in AIOps and AI/ML technologies.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"ignio continues to be well-positioned as an end-to-end platform with point solutions for monitoring, AI/ML analytics, cloud hybrid infrastructure coverage, and so on.",capex,1.0,keyword,management,it_services
TCS,2023-04-13,"ignio continues to be well-positioned as an end-to-end platform with point solutions for monitoring, AI/ML analytics, cloud hybrid infrastructure coverage, and so on.",ai_adoption,2.0,keyword,management,it_services
TCS,2023-04-13,"For a leading savings and investment company in the UK, we successfully completed the migration of annuity books sold by the customer to a specialist insurer onto TCS BaNCS, and also completed the first phase of migration from a heritage landscape to a public cloud.",capex,1.0,keyword,management,it_services
TCS,2023-04-13,"For a leading savings and investment company in the UK, we successfully completed the migration of annuity books sold by the customer to a specialist insurer onto TCS BaNCS, and also completed the first phase of migration from a heritage landscape to a public cloud.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"Our Quartz blockchain platform has partnered with Bitcoin Suisse to build a next-generation crypto financial technology platform, supporting the latter’s journey of becoming the leading global crypto financial services provider.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-04-13,"TCS ADD Medical Writing is a one-stop AI- assisted solution for fast, intelligent authoring and review of regulatory and scientific documents for drugs and devices.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"TCS OmniStore™, our AI-powered universal commerce suite, had 1 go-live this quarter.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"TCS TwinX™, our digital twin solution, had 3 wins and 1 go live.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,Over to Rajesh to speak on demand drivers during the quarter.,demand,1.0,keyword,management,it_services
TCS,2023-04-13,"In his segmental commentary, NGS spoke of the cautious stance that many of our clients have taken, particularly in North America and Europe.",geography_vertical,2.0,keyword,management,it_services
TCS,2023-04-13,"On the one hand, we saw clients hitting the pause button on ongoing discretionary projects and deferring new non-critical projects, affecting our revenue growth in Q4 across most industry verticals in North America and Europe.",revenue,1.0,keyword,management,it_services
TCS,2023-04-13,"On the one hand, we saw clients hitting the pause button on ongoing discretionary projects and deferring new non-critical projects, affecting our revenue growth in Q4 across most industry verticals in North America and Europe.",geography_vertical,2.0,keyword,management,it_services
TCS,2023-04-13,"At the same time, we saw clients launch more new initiatives oriented towards cost optimization or strategically important projects, resulting in a very strong deal flow and pipeline replenishment during the quarter.",cost,1.0,keyword,management,it_services
TCS,2023-04-13,"At the same time, we saw clients launch more new initiatives oriented towards cost optimization or strategically important projects, resulting in a very strong deal flow and pipeline replenishment during the quarter.",pipeline,1.0,keyword,management,it_services
TCS,2023-04-13,"In terms of demand trends, we saw a spike in operating model transformation deals.",demand,1.0,keyword,management,it_services
TCS,2023-04-13,"TCS Cognix™, our suite of over 600 pre-built automation components, is gaining traction because it significantly accelerates the operations transformation and helps clients realize their ROI much earlier, all the more relevant in the current environment.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"TCS was selected by IHG Hotels and Resorts, one of the world's leading hotel companies to drive enterprise process automation across several IHG businesses and business verticals, including finance, travel agent commission, revenue compliance and audit, revenue services, sales and HR.",revenue,2.0,keyword,management,it_services
TCS,2023-04-13,"TCS was selected by IHG Hotels and Resorts, one of the world's leading hotel companies to drive enterprise process automation across several IHG businesses and business verticals, including finance, travel agent commission, revenue compliance and audit, revenue services, sales and HR.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,The program aims to digitize and automate business processes to drive efficiencies and cost optimization across the enterprise.,cost,1.0,keyword,management,it_services
TCS,2023-04-13,"Similarly, Delta Airlines has partnered with TCS on solutions around cognitive business operations and cloud management to better enable enterprise resiliency and reliability.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"The other demand driver is cloud transformation, which remains a very strong focus area for our clients and a key growth driver for us.",demand,1.0,keyword,management,it_services
TCS,2023-04-13,"The other demand driver is cloud transformation, which remains a very strong focus area for our clients and a key growth driver for us.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"During the year, clients engaged us to take up their more complex, bigger workloads and accelerate the modernization and migration to the cloud.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,Let me share a few examples of recent cloud transformation engagements.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"Leveraging its thought leadership, contextual knowledge, IPs like TCS Cloud Exponence and TCS Cloud Assurance, and our ecosystem of hyperscaler partners, TCS helped migrate 32 SaaS solutions to the cloud.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"This migration is helping the clients make their product suite cloud vendor agnostic, and thereby more attractive to their end customers.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,A large US commercial property and casualty insurance company selected TCS for its multi-year application modernization and cloud migration journey to gain competitive advantage and business resiliency.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,TCS’ thought leadership and advisory helped Flight Center harness the power of cloud with a unified global approach.,ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"Leveraging its contextual knowledge, TCS transformed critical business functions on the new multi-cloud platform and implemented TCS Cloud Exponence to provide orchestration and 24/7 management.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"Moving on to growth and transformation, clients continue to invest in new initiatives designed to support their business growth strategy, either through innovative business models, new services or by targeting new market segments using technology.",revenue,1.0,keyword,management,it_services
TCS,2023-04-13,"It provides greater visibility of sales and stock movement, agility in introducing new products and even flexibility to convert owned stores to franchise stores.",revenue,1.0,keyword,management,it_services
TCS,2023-04-13,"It provides greater visibility of sales and stock movement, agility in introducing new products and even flexibility to convert owned stores to franchise stores.",guidance,1.0,keyword,management,it_services
TCS,2023-04-13,The new platform enables rapid onboarding of new existing franchise stores and enabling the client to accelerate the expansion of its franchise network and drive growth.,capex,1.0,keyword,management,it_services
TCS,2023-04-13,"TCS will help define a global template for the subscription business, catering to the different lines of business and enable new business models across different markets, driving the company's global expansion.",capex,1.0,keyword,management,it_services
TCS,2023-04-13,The banking and financial services industry is the largest spender on technology and that reflects in its outsized share of revenues within TCS’ business mix.,geography_vertical,1.0,keyword,management,it_services
TCS,2023-04-13,"While we saw some softness in BFSI in North America due to discretionary spending being put on hold, all of the demand trends that Rajesh spoke about are very visible in BFSI as well.",demand,1.0,keyword,management,it_services
TCS,2023-04-13,"While we saw some softness in BFSI in North America due to discretionary spending being put on hold, all of the demand trends that Rajesh spoke about are very visible in BFSI as well.",geography_vertical,2.0,keyword,management,it_services
TCS,2023-04-13,"Clients continued to push ahead with cloud migration, operations transformation and other strategic G&T initiatives.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,"As the largest provider of IT services in the banking and financial services domain, with deep domain expertise across the end-to-end financial services value chain, TCS is deeply entrenched in the sector's G&T initiatives.",geography_vertical,1.0,keyword,management,it_services
TCS,2023-04-13,A global information services company partnered with TCS to launch a new commercial fraud solution for banks and other financial services firms and drive new revenues for the client.,geography_vertical,1.0,keyword,management,it_services
TCS,2023-04-13,"TCS’ contextual masters collaborated with the bank's teams to conceptualize a new centralized, cloud-based risk management platform that deploys the most appropriate risk model for each portfolio, and ingest data from across enterprise and determines the credit worthiness of the borrower.",ai_adoption,1.0,keyword,management,it_services
TCS,2023-04-13,Enhancing customer experience on digital channels continues to be a key trend.,ai_adoption,1.0,keyword,management,it_services
